body,head,head_bone,eye_nodes,eye_x,eye_y,eye_z,eyel_x,eyer_x,camerahook_x,camerahook_y,camerahook_z,headhook_x,headhook_y,headhook_z,ipd,note
PFBDM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBEM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBFM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBGM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBHM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBIM,PFHC06,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBJM,PFHC06,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBKM,PFHC06,headhook,eyeLA/eyeRA,0.00156,0.06046,1.59000,-0.02844,0.03156,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.06000,
PFBL,PFHC06,headhook,eyeLA/eyeRA,-0.00123,0.06038,1.59455,-0.03123,0.02877,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.06000,
PFBMM,PFHC06,headhook,eyeLA/eyeRA,-0.00278,0.06191,1.58928,-0.03278,0.02722,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.06000,
PFBNM,PFHC06,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
N_CommF,N_JanaLorsoH,headhook,eyeLA/eyeRA,-0.00074,0.06157,1.58817,-0.03213,0.03065,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.06278,
N_CzerkaOff,N_CorrenFaltH,headhook,eyeLA/eyeRA,0.00000,0.08799,1.68880,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
P_DiscipleBB,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.08574,1.69421,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.00000,1.54993,0.06064,
PMBAM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06064,
PMBCM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06064,
PMBDM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06064,
PMBEM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06064,
PMBFM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66937,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06064,
PMBGM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06064,
PMBHM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00056,0.06770,1.66924,-0.02976,0.03087,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06064,
PMBIM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06596,1.69368,-0.02984,0.03080,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06064,
PMBJM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06770,1.66924,-0.02984,0.03080,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.06064,
PMBKM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.08574,1.69428,-0.02984,0.03080,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06064,
PMBMM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.06697,1.66787,-0.02984,0.03080,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06064,
PMBNM,P_DiscipleH,headhook,eyeLA/eyeRA,0.00048,0.07609,1.68928,-0.02984,0.03080,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06064,
N_DarkJHiM,N_DarkJH01,headhook,,,,,,,0.00029,0.09728,1.64929,0.00000,-0.01649,1.52361,,head has no eye nodes (masked face) -- use camerahook
N_DarkJHiM,sith_app,headhook,eyeLA/eyeRA,0.00017,0.06053,1.67192,-0.02781,0.02815,0.00029,0.09728,1.64929,0.00000,-0.01649,1.52361,0.05597,
N_DarkJHiM,N_DkJH02,headhook,,,,,,,0.00029,0.09728,1.64929,0.00000,-0.01649,1.52361,,head has no eye nodes (masked face) -- use camerahook
N_DarkJHiF,comm_w_f,headhook,eyeLA/eyeRA,-0.00225,0.06442,1.58490,-0.02824,0.02373,-0.00227,0.14453,1.58149,-0.00280,0.00170,1.44788,0.05197,
N_DarkJHiF,comm_b_f,headhook,eyeLA/eyeRA,-0.00280,0.07133,1.58921,-0.03377,0.02816,-0.00227,0.14453,1.58149,-0.00280,0.00170,1.44788,0.06192,
N_CommM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.09037,1.69970,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
PMBCM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07233,1.67466,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBDM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07233,1.67466,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBEM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07233,1.67466,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBFM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07233,1.67479,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06000,
PMBGM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07233,1.67466,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBHM,N_DevH,headhook,eyeLA/eyeRA,0.00011,0.07233,1.67466,-0.02989,0.03011,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06000,
PMBIM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07060,1.69910,-0.02997,0.03003,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06000,
PMBKM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.09037,1.69970,-0.02997,0.03003,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06000,
PMBMM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.07160,1.67329,-0.02997,0.03003,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06000,
PMBNM,N_DevH,headhook,eyeLA/eyeRA,0.00003,0.08072,1.69470,-0.02997,0.03003,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06000,
PMBAM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05851,
N_CommM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.08862,1.69236,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05851,
PMBCM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05851,
PMBDM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05851,
PMBEM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05851,
PMBFM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66746,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05851,
PMBGM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05851,
PMBHM,PMHH02,headhook,eyeLA/eyeRA,0.00008,0.07058,1.66732,-0.02918,0.02933,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05851,
PMBIM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.06885,1.69177,-0.02925,0.02925,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05851,
PMBJM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07058,1.66732,-0.02925,0.02925,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05851,
PMBKM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.08862,1.69236,-0.02925,0.02925,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05851,
PMBMM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.06985,1.66596,-0.02925,0.02925,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05851,
PMBNM,PMHH02,headhook,eyeLA/eyeRA,0.00000,0.07897,1.68737,-0.02925,0.02925,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05851,
N_RepSold,N_RepSolBH,headhook,eyeLA/eyeRA,0.00029,0.08726,1.69780,-0.02853,0.02912,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05764,
N_RepOff,N_RepCapH,headhook,eyeLA/eyeRA,-0.00042,0.09200,1.69579,-0.03006,0.02923,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_OndOffM1,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.10201,1.67545,-0.03012,0.02917,0.00029,0.02067,1.62457,0.00000,0.01007,1.52965,0.05929,
PMBCM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07389,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBDM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07389,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBEM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07389,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBFM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07389,1.67089,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05929,
PMBGM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07389,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBHM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00039,0.07389,1.67075,-0.03004,0.02925,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05929,
PMBIM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07216,1.69520,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05929,
PMBKM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.09193,1.69579,-0.03012,0.02917,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05929,
PMBMM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.07316,1.66939,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05929,
PMBNM,N_ColTobinH,headhook,eyeLA/eyeRA,-0.00047,0.08228,1.69080,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05929,
N_CommM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.08995,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
PMBCM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07191,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBDM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07191,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBEM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07191,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBFM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07191,1.67089,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05929,
PMBGM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07191,1.67075,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05929,
PMBHM,N_Hussef,headhook,eyeLA/eyeRA,-0.00040,0.07191,1.67075,-0.03004,0.02925,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05929,
PMBIM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07018,1.69520,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05929,
PMBKM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.08995,1.69579,-0.03012,0.02917,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05929,
PMBMM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.07118,1.66939,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05929,
PMBNM,N_Hussef,headhook,eyeLA/eyeRA,-0.00047,0.08030,1.69080,-0.03012,0.02917,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05929,
N_CommM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.08607,1.69219,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05830,
PMBCM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBDM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBEM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBFM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66728,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05830,
PMBGM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBHM,N_Azkulh,headhook,eyeLA/eyeRA,0.00008,0.06803,1.66715,-0.02907,0.02923,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05830,
PMBIM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06630,1.69159,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05830,
PMBJM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06803,1.66715,-0.02915,0.02915,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05830,
PMBKM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.08607,1.69219,-0.02915,0.02915,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05830,
PMBMM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.06730,1.66578,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05830,
PMBNM,N_Azkulh,headhook,eyeLA/eyeRA,0.00000,0.07643,1.68719,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05830,
N_OndSoldM1,N_OndSoldierH,headhook,eyeLA/eyeRA,-0.00013,0.08672,1.67798,-0.02722,0.02696,0.00029,0.02067,1.62457,0.00000,0.01007,1.52965,0.05418,
N_CommM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.07922,1.70000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
PMBCM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06118,1.67496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBDM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06118,1.67496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBEM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06118,1.67496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBFM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06117,1.67509,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06000,
PMBGM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06118,1.67496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBHM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00008,0.06118,1.67496,-0.02992,0.03008,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06000,
PMBIM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.05944,1.69940,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06000,
PMBKM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.07922,1.70000,-0.03000,0.03000,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06000,
PMBMM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06044,1.67359,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06000,
PMBNM,N_DhagonGH,headhook,eyeLA/eyeRA,0.00000,0.06957,1.69500,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06000,
N_RepOff,N_DolGrenH,headhook,eyeLA/eyeRA,-0.00047,0.09027,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_OndOffM1,N_GenVakluH,headhook,eyeLA/eyeRA,-0.00007,0.09437,1.67480,-0.02700,0.02686,0.00029,0.02067,1.62457,0.00000,0.01007,1.52965,0.05386,
N_Smuggler,PMHB03,headhook,eyeLA/eyeRA,0.00039,0.08632,1.69823,-0.02922,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05922,
N_CommM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.07962,1.69837,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05782,
PMBCM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06158,1.67333,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBDM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06158,1.67333,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBEM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06158,1.67333,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBFM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06158,1.67346,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05782,
PMBGM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06158,1.67333,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBHM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00017,0.06158,1.67333,-0.02874,0.02908,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05782,
PMBIM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.05985,1.69777,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05782,
PMBKM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.07962,1.69837,-0.02882,0.02900,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05782,
PMBMM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06085,1.67197,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05782,
PMBNM,N_BrnModulH,headhook,eyeLA/eyeRA,0.00009,0.06997,1.69337,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05782,
N_CommM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.08606,1.68906,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05743,
PMBCM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06802,1.66402,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05743,
PMBDM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06802,1.66402,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05743,
PMBEM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06802,1.66402,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05743,
PMBFM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06802,1.66415,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05743,
PMBGM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06802,1.66402,-0.02872,0.02872,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05743,
PMBHM,N_CoortaH,headhook,eyeLA/eyeRA,0.00008,0.06802,1.66402,-0.02864,0.02880,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05743,
PMBIM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06628,1.68846,-0.02872,0.02872,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05743,
PMBKM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.08606,1.68906,-0.02872,0.02872,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05743,
PMBMM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.06729,1.66266,-0.02872,0.02872,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05743,
PMBNM,N_CoortaH,headhook,eyeLA/eyeRA,0.00000,0.07641,1.68406,-0.02872,0.02872,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05743,
N_CommF,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05087,
PFBCM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBDM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBEM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBFM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBGM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBHM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00000,0.06198,1.58933,-0.02544,0.02543,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05087,
PFBIM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00060,0.08191,1.58861,-0.02604,0.02484,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05087,
PFBKM,N_Daraalah,headhook,eyeLA/eyeRA,0.00155,0.06244,1.58933,-0.02388,0.02699,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05087,
PFBMM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00278,0.06390,1.58861,-0.02821,0.02266,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05087,
PFBNM,N_Daraalah,headhook,eyeLA/eyeRA,-0.00060,0.08191,1.58861,-0.02604,0.02484,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05087,
P_HandmaidenBA,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00255,0.06368,1.58394,-0.03029,0.02519,0.00024,0.07801,1.55619,-0.00151,-0.00000,1.44352,0.05549,
&454,P_HandmaidenH,headhook,,,,,,,,,,,,,,body model not found
PFBCM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBDM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBEM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBFM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBGM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBHM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
PFBIM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00164,0.08361,1.58970,-0.02939,0.02610,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05549,
PFBJM,P_HandmaidenH,headhook,eyeLA/eyeRA,-0.00104,0.06368,1.59042,-0.02879,0.02670,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05549,
